Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	81.713	10680	1580	82	26405	36800	21068	10478	0.0	10422
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	77.348	5995	1032	65	14273	20024	36079	30168	0.0	4690
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	77.314	5995	1034	63	43178	48929	30168	36079	0.0	4690
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	90.377	3076	200	22	8636	11644	3051	5	0.0	4201
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	90.377	3076	200	22	51558	54566	5	3051	0.0	4201
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	81.203	3458	578	19	4839	8268	30110	26697	0.0	3286
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	79.482	2856	456	38	2141	4938	10530	7747	0.0	2455
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	84.347	2006	305	5	1	2005	25442	23445	0.0	2188
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	78.769	2600	464	28	11738	14282	38731	36165	0.0	2154
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	78.769	2600	464	28	48920	51464	36165	38731	0.0	2154
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	90.248	1610	125	17	21944	23529	6344	4743	0.0	2149
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	90.248	1610	125	17	39673	41258	4743	6344	0.0	2149
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	83.080	1974	286	16	36754	38702	23397	21447	0.0	2026
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	83.080	1974	286	16	24500	26448	21447	23397	0.0	2026
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	80.150	1204	189	17	41989	43155	4256	3066	0.0	1063
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	80.150	1204	189	17	20047	21213	3066	4256	0.0	1063
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	71.605	1053	149	26	38599	39526	26516	25489	8.70e-163	570
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	71.605	1053	149	26	23676	24603	25489	26516	8.70e-163	570
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	75.490	408	86	7	8175	8570	21569	21164	1.38e-71	267
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	82.677	254	20	5	48699	48929	26775	26523	2.06e-69	260
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	82.677	254	20	5	14273	14503	26523	26775	2.06e-69	260
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	76.087	368	76	5	54632	54988	21164	21530	2.50e-68	256
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	77.255	255	15	7	41284	41496	4515	4262	1.14e-53	206
Pythium_insidiosum_NC_027966	Plasmopara_halstedii_NC_063805	77.255	255	15	7	21706	21918	4262	4515	1.14e-53	206
